source,target
Greg - ubiquitous computing,Kyle_MC - Better face trackers
Greg - ubiquitous computing,Kyle_MC - Marker 7
Greg - ubiquitous computing,Kyle_MC - Camera doesn't care if you're human
Greg - ubiquitous computing,Regine - future camera
Greg - camera scaling up,Kyle_CH - RGBD
Greg - camera scaling up,Kyle_MC - Better face trackers
Greg - camera scaling up,Kyle_MC - Marker 7
Greg - camera scaling up,Kyle_MC - Camera doesn't care if you're human
Greg - camera scaling up,Regine - future camera
Greg - Doug Engelbart part 1,Golan_AMA - machines and human intelligence
Greg - Doug Engelbart part 1,Joel - Bicycles for the Mind
Greg - Doug Engelbart part 1,Julian - change the way we see tech
Greg - Doug Engelbart part 1,Marius - Machines change the way we see
Greg - human augmentation,Golan_AMA - machines and human intelligence
Greg - human augmentation,Joel - Bicycles for the Mind
Greg - human augmentation,Julian - change the way we see tech
Greg - human augmentation,Marius - Machines change the way we see
Greg - human augmentation,Golan - jolted into the NOW
Greg - A.I.,Binx - technoutopian
Greg - A.I.,Binx - changing the world
Greg - A.I.,Golan_AMA - machines and human intelligence
Greg - A.I.,Golan_AMA - World becoming one mind
Greg - A.I.,JTNimoy - Comes from the human mind
Greg - A.I.,JTNimoy - based on human mind
Greg - A.I.,Kyle_MC - uncanny
Greg - A.I.,Marcus - Epic Games predictions
Greg - A.I.,Marius - Thoroughly enjoying it at the moment
Greg - A.I.,Golan_AMA - singularity
Greg - object oriented ontology 1,Julia - human in tech
Greg - object oriented ontology 1,Marius - Aesthetic with no references,
Greg - object oriented ontology 1,Marius - Machines change the way we see
Greg - object oriented ontology 1,Marius - new tools change perception
Greg - object oriented ontology 1,Sophy - are we having fun?
Greg - object oriented ontology 3,JTNimoy - immersion
Greg - object oriented ontology 3,JTNimoy - Pickle
Greg - object oriented ontology 3,Maeda - old and new
Greg - object oriented ontology 3,Maeda - Slurpies and pizza
Greg - Object Oriented Ontology 2,Julia - human in tech
Greg - Object Oriented Ontology 2,Marius - Aesthetic with no references,
Greg - Object Oriented Ontology 2,Marius - Machines change the way we see
Greg - Object Oriented Ontology 2,Marius - new tools change perception
Greg - Object Oriented Ontology 2,Sophy - are we having fun?
Greg - the "Like" button cascade,Aaron - digital trace
Greg - the "Like" button cascade,Binx - big data
Greg - the "Like" button cascade,Jer - Marker 2
Greg - the "Like" button cascade,Julia - strength of weak ties
Greg - the "Like" button cascade,Julia - net friends
Greg - the "Like" button cascade,Karsten - social collider
Greg - the "Like" button cascade,Lindsay - meeting IRL
Greg - the "Like" button cascade,Lindsay - online identity
Greg - the "Like" button cascade,Paola - social media quicksand
Greg - the "Like" button cascade,Marius - We've embraced Dystopia
Greg - the "Like" button cascade,Julian - I love networks
Greg - the "Like" button cascade,Jer - Data ownership
Greg - Trickle down,Joel - myth of art and technology
Greg - Trickle down,Julia - better tools
Greg - Trickle down,Karsten - parallel processing
Greg - Trickle down,Paola - Integrating with technology
Greg - engage with research,Julia - program or be programmed
Greg - engage with research,Julia - better tools
Greg - engage with research,Julia - power back to users
Greg - engage with research,Kyle_MC - Transparent tech
Greg - engage with research,Theo - open frameworks
Greg - engage with research,Julian - Critical engineering
Greg - Sharpening spears,Julia - program or be programmed
Greg - Sharpening spears,Julia - power back to users
Greg - Sharpening spears,Kyle_MC - Transparent tech
Greg - Sharpening spears,Julia - better tools
Greg - Sharpening spears,Jer - Making a tool
Greg - Creative Coder,Joel - myth of art and technology
Greg - Gaze tracking,Jer - Marker 2
Greg - Gaze tracking,Jer - Data ownership
Greg - Gaze tracking,Julia - million facebook
Greg - Gaze tracking,Regine - future camera
Greg - community,Binx - skillshare
Greg - community,Binx - learning
Greg - community,Binx - learning with others
Greg - community,Casey - Infrastructures should be open
Greg - community,Casey - group teaching
Greg - community,Diederick - open frameworks
Greg - community,Golan - Kyle
Greg - community,Jer - Thanks
Greg - community,Julia - toward greater generosity
Greg - community,Karsten - becoming insular
Greg - community,Kyle_CH - new generation
Greg - community,Lindsay - memes 2
Greg - community,Maeda - Processing community
Greg - community,Marcus - gurus
Greg - community,Paola - sharing
Greg - community,Shiffman - sharing
Greg - community,Zach - at a festival
Greg - community,Zach - printshop
Greg - community,Zach - emailing the communnity
Greg - community,Jer - fireflies
Greg - community,Elliot_UK - Ideaspace
Greg - visual effects,Aaron - mini-brains 2
Greg - visual effects,Aaron - story medium
Greg - visual effects,Aaron - autonomous storytellers
Greg - visual effects,Aaron - exquisite forest
Greg - visual effects,JTNimoy - performance1
Greg - visual effects,Karolina - Journey
Greg - visual effects,Kyle_CH - storytelling
Greg - visual effects,Marcus - energy flow
Greg - visual effects,Marcus - energy flow_riot
Greg - visual effects,Marcus - audience
Greg - visual effects,Marcus - code for storytelling
Greg - visual effects,Philip - all the points can flush
Greg - visual effects,Vera - Energy Flow1
Greg - visual effects,Vera - Energy Flow2
Greg - visual effects,Vera - having a protagonist
Greg - visual effects,Vera - Accessibility through strories
Greg - visual effects,JTNimoy - increased the bandwidth
Greg - visual effects,Marcus - simulation to stories
Greg - visual effects,Marcus - Epic Games predictions
Greg - cameras scaling up,Kyle_CH - RGBD
Greg - cameras scaling up,Kyle_MC - Better face trackers
Greg - cameras scaling up,Kyle_MC - Marker 7
Greg - cameras scaling up,Kyle_MC - Camera doesn't care if you're human
Greg - cameras scaling up,Regine - future camera
Greg - makematics1,Kyle_MC - Grab them ASAP
Jer - Making a tool,Casey - Infrastructures should be open
Jer - Making a tool,Chris - ethic of sharing
Jer - Making a tool,Golan - Kyle
Jer - Making a tool,Golan - closed source mistake
Jer - Making a tool,Golan - limits to sharing
Jer - Making a tool,JTNimoy - enough cooks
Jer - Making a tool,Julia - open source and ego
Jer - Making a tool,Julia - can't be solitary
Jer - Making a tool,Julia - open source
Jer - Making a tool,Julia - need for collaboration
Jer - Making a tool,Karsten - becoming insular
Jer - Making a tool,Maeda - Processing community
Jer - Making a tool,Marcus - economics question
Jer - Making a tool,Paola - generosity
Jer - Making a tool,Philip - if I had Processing in school
Jer - Making a tool,Shiffman - sharing
Jer - Making a tool,Shiffman - Open Source Contract
Jer - Making a tool,Zach - printshop
Jer - Making a tool,Zach - decompiling
Jer - Making a tool,Shantell - group improvisation
Jer - everyday experience,Binx - tool for others
Jer - everyday experience,Binx - tools for storytelling
Jer - everyday experience,Binx - tools for storytelling2
Jer - everyday experience,JTNimoy - relating
Jer - everyday experience,Julia - museum, emotion
Jer - everyday experience,Julia - human in tech
Jer - everyday experience,Julia - what is it doing to us
Jer - Eyewriter touchstone,Julia - museum, emotion
Jer - Eyewriter touchstone,Julia - human in tech
Jer - Eyewriter touchstone,Julia - what is it doing to us
Jer - Eyewriter touchstone,JTNimoy - relating
Jer - Desire to get together,Casey - Infrastructures should be open
Jer - Desire to get together,Golan - finding a community
Jer - Desire to get together,Golan - Kyle
Jer - Desire to get together,JTNimoy - open source mensch
Jer - Desire to get together,Julia - community
Jer - Desire to get together,Karsten - becoming insular
Jer - Desire to get together,Lindsay - memes 2
Jer - Desire to get together,Maeda - Processing community
Jer - Desire to get together,Marcus - community styles
Jer - Desire to get together,Marcus - new tricks
Jer - Desire to get together,Paola - generosity
Jer - Desire to get together,Shiffman - sharing
Jer - Desire to get together,Shiffman - problem solving
Jer - Desire to get together,Vera - What I like about this field
Jer - Desire to get together,Zach - printshop
Jer - Pattern,Binx - actually interesting
Jer - Pattern,Binx - maps
Jer - Pattern,Binx - meaningful shape1
Jer - Pattern,Binx - making a map
Jer - Pattern,Casey - What is emergence?
Jer - Pattern,Golan - listening post
Jer - Pattern,Golan - open data
Jer - Pattern,Karsten - database
Jer - Pattern,Marcus - emergence
Jer - Pattern,Marcus - Sims
Jer - Pattern,Marcus - energy flow_riot
Jer - Pattern,Nervous_Jessica - biocomputer
Jer - Pattern,Shiffman - Games
Jer - Pattern,Shiffman - nature of code p.2 shorter
Jer - Pattern,Marcus - lego bricks
Jer - data visualization,Binx - frustrated about visualization
Jer - data visualization,Binx - field of data vis
Jer - data visualization,Kyle_CH - don't underestimate traditional art
Jer - data visualization,Maeda - simplicity and complexity
Jer - data visualization,Maeda - people are best communicators
Jer - data visualization,Golan - listening post
Jer - data visualization,Binx - digestibility
Jer - Good at understanding complexity,Kyle_CH - don't underestimate traditional art
Jer - Good at understanding complexity,Maeda - simplicity and complexity
Jer - Good at understanding complexity,Binx - digestibility
Jer - Good at understanding complexity,Maeda - people are best communicators
Jer - ambiguous narrative,Casey - Tree of Life
Jer - ambiguous narrative,Vera - having a protagonist
Jer - ambiguous narrative,Karolina - suspension of disbelief
Jer - ambiguous narrative,Karolina - Journey
Jer - ambiguous narrative,Marcus - simulation to stories
Jer - lives being documented through data,Kyle_CH - Future life storage
Jer - lives being documented through data,Greg - the "Like" button cascade
Jer - lives being documented through data,Kyle_MC - Keytweeter
Jer - lives being documented through data,Aaron - data storytelling
Jer - Marker 2,Greg - the "Like" button cascade
Jer - Marker 2,Greg - Gaze tracking
Jer - Marker 2,Julia - million facebook
Jer - Data ownership,Binx - big data
Jer - Data ownership,Greg - the "Like" button cascade
Jer - Data ownership,Greg - Gaze tracking
Jer - Data ownership,Julia - million facebook
Jer - Data ownership,Javier - Data ownership
Jer - Thought it was boring,Binx - maps
Jer - Thought it was boring,Binx - meaningful shape1
Jer - Thought it was boring,Binx - making a map
Jer - Thought it was boring,Sophy - city
Jer - Thought it was boring,Binx - actually interesting
Jer - Thought it was boring,Binx - geodata
Jer - open paths,Binx - meaningful shape1
Jer - storage,JTNimoy - based on human mind
Jer - storage,Karsten - archiving
Jer - storage,Karsten - preserving history
Jer - storage,Karsten - atari emulation
Jer - storage,Kyle_CH - old server farms
Jer - storage,Marius - Predicting the internet
Jer - storage,Shiffman - what do you archive?
Jer - storage,JTNimoy - data loss
Jer - spoken word,Binx - digestibility
Jer - spoken word,Binx - changing the world
Jer - spoken word,Binx - art and culture
Jer - spoken word,Julia - program or be programmed
Jer - spoken word,Julia - make us more compassionate
Jer - spoken word,Julia - toward greater generosity
Jer - spoken word,Julia - better tools
Jer - spoken word,Julia - power back to users
Jer - spoken word,Karsten - solving complex problems
Jer - spoken word,Karsten - changing behavior
Jer - spoken word,Sophy - distributed culture
Jer - active not interactive,Binx - tool for others
Jer - active not interactive,Binx - tools for storytelling
Jer - active not interactive,Binx - tools for storytelling2
Jer - active not interactive,Julia - museum, emotion
Jer - active not interactive,Julia - human in tech
Jer - active not interactive,Julia - what is it doing to us
Jer - active not interactive,JTNimoy - relating
Jer - active not interactive,Zach - hide the tech
Jer - active not interactive,Maeda - How do you relate to people?
Jer - failure to communicate,Binx - field of data vis
Jer - Thanks,Binx - skillshare
Jer - Thanks,Binx - learning
Jer - Thanks,Binx - learning with others
Jer - Thanks,Casey - Infrastructures should be open
Jer - Thanks,Casey - group teaching
Jer - Thanks,Diederick - open frameworks
Jer - Thanks,Golan - Kyle
Jer - Thanks,Greg - community
Jer - Thanks,Julia - toward greater generosity
Jer - Thanks,Karsten - becoming insular
Jer - Thanks,Kyle_CH - new generation
Jer - Thanks,Lindsay - memes 2
Jer - Thanks,Maeda - Processing community
Jer - Thanks,Paola - sharing
Jer - Thanks,Shiffman - sharing
Jer - Thanks,Zach - at a festival
Jer - Thanks,Zach - printshop
Jer - Thanks,Zach - emailing the communnity
Jer - Software1,Aaron - sheep market 2
Jer - Software1,Joel - advertising
Jer - Software1,Joel - CocoCola
Jer - Software1,JTNimoy - corporate
Jer - Software1,Marcus - economics question
Jer - Software1,Regine - making a living
Jer - Software2,Aaron - sheep market 2
Jer - Software2,Joel - advertising
Jer - Software2,Joel - CocoCola
Jer - Software2,JTNimoy - corporate
Jer - Software2,Marcus - economics question
Jer - Software2,Regine - making a living
Jer - Post-capitalism,Aaron - sheep market 2
Jer - Post-capitalism,Casey - Infrastructures should be open
Jer - Post-capitalism,Chris - ethic of sharing
Jer - Post-capitalism,Golan - Kyle
Jer - Post-capitalism,Golan - closed source mistake
Jer - Post-capitalism,Golan - limits to sharing
Jer - Post-capitalism,JTNimoy - enough cooks
Jer - Post-capitalism,Julia - open source and ego
Jer - Post-capitalism,Julia - can't be solitary
Jer - Post-capitalism,Julia - open source
Jer - Post-capitalism,Julia - need for collaboration
Jer - Post-capitalism,Karsten - becoming insular
Jer - Post-capitalism,Maeda - Processing community
Jer - Post-capitalism,Marcus - economics question
Jer - Post-capitalism,Paola - generosity
Jer - Post-capitalism,Shiffman - sharing
Jer - Post-capitalism,Shiffman - Open Source Contract
Jer - Post-capitalism,Zach - printshop
Jer - Post-capitalism,Zach - decompiling
Jer - post-capitalism2,Aaron - sheep market 2
Jer - post-capitalism2,Casey - Infrastructures should be open
Jer - post-capitalism2,Chris - ethic of sharing
Jer - post-capitalism2,Golan - Kyle
Jer - post-capitalism2,Golan - closed source mistake
Jer - post-capitalism2,Golan - limits to sharing
Jer - post-capitalism2,JTNimoy - enough cooks
Jer - post-capitalism2,Julia - open source and ego
Jer - post-capitalism2,Julia - can't be solitary
Jer - post-capitalism2,Julia - open source
Jer - post-capitalism2,Julia - need for collaboration
Jer - post-capitalism2,Karsten - becoming insular
Jer - post-capitalism2,Maeda - Processing community
Jer - post-capitalism2,Marcus - economics question
Jer - post-capitalism2,Paola - generosity
Jer - post-capitalism2,Shiffman - sharing
Jer - post-capitalism2,Shiffman - Open Source Contract
Jer - post-capitalism2,Zach - printshop
Jer - post-capitalism2,Zach - decompiling
Jer - Toxi: gurus,Casey - Birth of processing
Jer - Toxi: gurus,Casey - Infrastructures should be open
Jer - Toxi: gurus,Casey - group teaching
Jer - Toxi: gurus,Golan - Kyle
Jer - Toxi: gurus,Golan - pedagogical impulse
Jer - Toxi: gurus,Golan - administrating versus making
Jer - Toxi: gurus,Maeda - Design by Numbers
Jer - Toxi: gurus,Maeda - passing the baton
Jer - Toxi: gurus,Marcus - gurus
Jer - Toxi: gurus,Shiffman - sharing
Jer - Toxi: gurus,Shiffman - Open Source Contract
Jer - fireflies,Nervous_Jesse - reaction lamp
Jer - fireflies,Nervous_Jessica - biocomputer
Jer - fireflies,Paola - mutant ants
Joel - Bicycles for the Mind,Golan_AMA - machines and human intelligence
Joel - Bicycles for the Mind,Greg - Doug Engelbart part 1
Joel - Bicycles for the Mind,Julian - change the way we see tech
Joel - Bicycles for the Mind,Marius - Machines change the way we see
Joel - Bicycles for the Mind,Philip - build the whole universe
Joel - Bicycles for the Mind,Greg - human augmentation
Joel - scale of universe,Sophy - Evolution
Joel - in the now,Regine - making a living
Joel - in the now,Regine - adapting work for commercial contexts
Joel - in the now,Golan - jolted into the NOW
Joel - in the now,Zach - Time slows down
Joel - advertising,Jer - Software2
Joel - advertising,Jer - Software1
Joel - CocoCola,Jer - Software1
Joel - CocoCola,Jer - Software2
Joel - myth of art and technology,Greg - Trickle down
Joel - myth of art and technology,Greg - Creative Coder
Joel - myth of art and technology,Julia - medium of our time
Joel - myth of art and technology,Karsten - parallel processing
Joel - myth of art and technology,Paola - Integrating with technology
Joel - first mover,Zach - less demo
Joel - interactivity,Golan - instruments
Joel - interactivity,Golan - what's an instrument?
Joel - water colors and soccer balls,Regine - making a living
Joel - water colors and soccer balls,Regine - adapting work for commercial contexts
JTNimoy - Describe the Kinect,Kyle_CH - RGBD
JTNimoy - Describe the Kinect,Kyle_MC - kinect 2
JTNimoy - Describe the Kinect,Greg - cameras scaling up
JTNimoy - increased the bandwidth,Kyle_CH - RGBD
JTNimoy - increased the bandwidth,Kyle_MC - kinect 2
JTNimoy - increased the bandwidth,Greg - visual effects
JTNimoy - performance1,Greg - visual effects
JTNimoy - performance1,Philip - all the points can flush
JTNimoy - performance1,Kyle_MC - imagining your pointcloud
JTNimoy - evolution,Karsten - east german hardware 1
JTNimoy - evolution,Karsten - east german hardware 2
JTNimoy - evolution,Karsten - demo scene 1
JTNimoy - evolution,Karsten - atari emulation
JTNimoy - evolution,Kyle_CH - Cory Arcangel
JTNimoy - evolution,Kyle_CH - MMORPGs
JTNimoy - I addicted myself,Zach - action script
JTNimoy - I addicted myself,Zach - Fucking boring
JTNimoy - I addicted myself,Marius - I hate the word nerd
JTNimoy - be a robot,Kyle_CH - Modeling consciousness
JTNimoy - Dream1,Shiffman - genetics short 2
JTNimoy - Comes from the human mind,Karsten - culture and evolution
JTNimoy - Comes from the human mind,Greg - A.I.
JTNimoy - Unplugging,Kyle_MC - Julian Oliver
JTNimoy - Unplugging,Nervous_Jesse - understanding to control 3
JTNimoy - Unplugging,Nervous_Jesse - error
JTNimoy - data loss,Jer - lives being documented through data
JTNimoy - data loss,Jer - storage
JTNimoy - open source mensch,Casey - Infrastructures should be open
JTNimoy - open source mensch,Golan - Kyle
JTNimoy - open source mensch,Jer - Desire to get together
JTNimoy - open source mensch,Karsten - becoming insular
JTNimoy - open source mensch,Maeda - Processing community
JTNimoy - open source mensch,Shiffman - sharing
JTNimoy - open source mensch,Shiffman - problem solving
JTNimoy - open source mensch,Zach - printshop
JTNimoy - thinking by doing,Binx - hackathon
JTNimoy - thinking by doing,Binx - ar&&code
JTNimoy - thinking by doing,Casey - Sketching with code
JTNimoy - thinking by doing,Casey - tangle
JTNimoy - thinking by doing,Casey - branching off branching
JTNimoy - thinking by doing,Casey - Ideally it goes beyond my imagination
JTNimoy - thinking by doing,Golan - what's an instrument?
JTNimoy - thinking by doing,Maeda - self expression
JTNimoy - thinking by doing,Marius - these things are in my head
JTNimoy - thinking by doing,Paola - Thinking by doing
JTNimoy - thinking by doing,Shantell - drawing with the computer
JTNimoy - thinking by doing,Shantell - take the line further
JTNimoy - thinking by doing,Shiffman - There's an element of surprise
JTNimoy - thinking by doing,Shiffman - offers me a way to think
JTNimoy - thinking by doing,Zach - drawing with Tayoon
JTNimoy - Cortex,Karsten - physical feedback
JTNimoy - Cortex,Philip - image is in your brain
JTNimoy - Cortex,Marius - reach your visual cortex
JTNimoy - 100 artists versus One,Aaron - Crowdsourcing
JTNimoy - 100 artists versus One,Aaron - exquisite forest
JTNimoy - 100 artists versus One,Binx - hackathon
JTNimoy - 100 artists versus One,Binx - ar&&code
JTNimoy - 100 artists versus One,Lindsay - memes 2
JTNimoy - 100 artists versus One,Shantell - doingwithothers
JTNimoy - one of us,Aaron - Crowdsourcing
JTNimoy - one of us,Aaron - exquisite forest
JTNimoy - one of us,Binx - hackathon
JTNimoy - one of us,Binx - ar&&code
JTNimoy - one of us,Lindsay - meeting IRL
JTNimoy - one of us,Lindsay - memes 2
JTNimoy - one of us,Marius - these things are in my head
JTNimoy - one of us,Shantell - doingwithothers
JTNimoy - enough cooks,Aaron - exquisite forest
JTNimoy - enough cooks,Binx - ar&&code
JTNimoy - enough cooks,Casey - Infrastructures should be open
JTNimoy - enough cooks,Chris - remote collaboration
JTNimoy - enough cooks,Chris - ethic of sharing
JTNimoy - enough cooks,Golan - Kyle
JTNimoy - enough cooks,Golan - closed source mistake
JTNimoy - enough cooks,Golan - limits to sharing
JTNimoy - enough cooks,Golan - hackathons2
JTNimoy - enough cooks,Jer - Making a tool
JTNimoy - enough cooks,Jer - Post-capitalism
JTNimoy - enough cooks,Jer - post-capitalism2
JTNimoy - enough cooks,Julia - open source and ego
JTNimoy - enough cooks,Julia - can't be solitary
JTNimoy - enough cooks,Julia - open source
JTNimoy - enough cooks,Julia - need for collaboration
JTNimoy - enough cooks,Karsten - becoming insular
JTNimoy - enough cooks,Lindsay - memes 2
JTNimoy - enough cooks,Maeda - Processing community
JTNimoy - enough cooks,Marcus - economics question
JTNimoy - enough cooks,Paola - generosity
JTNimoy - enough cooks,Shiffman - sharing
JTNimoy - enough cooks,Shiffman - Open Source Contract
JTNimoy - enough cooks,Zach - printshop
JTNimoy - enough cooks,Zach - decompiling
JTNimoy - originality,Aaron - recombination
JTNimoy - originality,Elliot_UK - Laying claim on ideas
JTNimoy - originality,Golan - keeping you stuff working
JTNimoy - originality,Golan - raytraced spheres
JTNimoy - originality,Julian - toolkit culture
JTNimoy - originality,Kyle_CH - erase distinctions
JTNimoy - originality,Maeda - Isn't it supposed to be new?
JTNimoy - originality,Lindsay - collective creativity
JTNimoy - geek culture,Binx - Background
JTNimoy - geek culture,Golan - people like myself
JTNimoy - geek culture,Golan - finding a community
JTNimoy - geek culture,Greg - Sharpening spears
JTNimoy - geek culture,Jer - Desire to get together
JTNimoy - geek culture,Julia - community
JTNimoy - geek culture,Julia - tech to pop culture
JTNimoy - geek culture,Lindsay - memes 2
JTNimoy - geek culture,Marcus - skating to coding
JTNimoy - geek culture,Marcus - community styles
JTNimoy - geek culture,Marcus - new tricks
JTNimoy - geek culture,Marius - cross discplines
JTNimoy - geek culture,Marius - I hate the word nerd
JTNimoy - geek culture,Paola - the tribe
JTNimoy - geek culture,Paola - generosity
JTNimoy - geek culture,Sophy - Strange cultures
JTNimoy - geek culture,Vera - What I like about this field
JTNimoy - relating,Jer - everyday experience
JTNimoy - relating,Jer - Eyewriter touchstone
JTNimoy - relating,Jer - active not interactive
JTNimoy - relating,Julia - museum, emotion
JTNimoy - relating,Julia - human in tech
JTNimoy - relating,Julia - what is it doing to us
JTNimoy - relating,Binx - tool for others
JTNimoy - immersion,Aaron - webGL
JTNimoy - immersion,Elliot_UK - lightscape
JTNimoy - immersion,Greg - object oriented ontology 3
JTNimoy - immersion,Kyle_CH - Avatars
JTNimoy - immersion,Kyle_CH - virtual and identity
JTNimoy - immersion,Kyle_CH - RMB city
JTNimoy - immersion,Kyle_CH - storytelling
JTNimoy - immersion,Maeda - old and new
JTNimoy - immersion,Maeda - Slurpies and pizza
JTNimoy - immersion,Marius - my work exists in a utopian space,
JTNimoy - immersion,Paola - bach mozart coders
JTNimoy - immersion,Philip - with programming you can do whatever
JTNimoy - immersion,Philip - bits and bytes
JTNimoy - immersion,Regine - virtual
JTNimoy - immersion,Shiffman - reality will only get you so far
JTNimoy - immersion,Shiffman - nature of code p.2 shorter
JTNimoy - immersion,Sophy - Where's the best hamburger?
JTNimoy - immersion,Theo - magic
JTNimoy - immersion2,Aaron - webGL
JTNimoy - immersion2,Elliot_UK - lightscape
JTNimoy - immersion2,Kyle_CH - Avatars
JTNimoy - immersion2,Kyle_CH - virtual and identity
JTNimoy - immersion2,Kyle_CH - RMB city
JTNimoy - immersion2,Kyle_CH - storytelling
JTNimoy - immersion2,Marius - my work exists in a utopian space,
JTNimoy - immersion2,Paola - bach mozart coders
JTNimoy - immersion2,Philip - with programming you can do whatever
JTNimoy - immersion2,Philip - bits and bytes
JTNimoy - immersion2,Regine - virtual
JTNimoy - immersion2,Shiffman - reality will only get you so far
JTNimoy - immersion2,Shiffman - nature of code p.2 shorter
JTNimoy - immersion2,Theo - magic
JTNimoy - corporate,Golan - wide open field
JTNimoy - corporate,Golan - why major in art
JTNimoy - corporate,Jer - Software1
JTNimoy - corporate,Jer - Software2
JTNimoy - corporate,Regine - making a living
JTNimoy - corporate,Shantell - Goals
JTNimoy - corporate,Jer - Post-capitalism
JTNimoy - Dream,Shiffman - genetics short 2
JTNimoy - Dream,Sophy - computer dream
JTNimoy - based on human mind,Golan_AMA - first computer art
JTNimoy - based on human mind,Greg - A.I.
JTNimoy - based on human mind,Jer - storage
JTNimoy - based on human mind,Karsten - new media
JTNimoy - based on human mind,Karsten - culture and evolution
JTNimoy - based on human mind,Karsten - obsolescence
JTNimoy - based on human mind,Karsten - atari emulation
JTNimoy - based on human mind,Maeda - do not resuscitate
JTNimoy - based on human mind,Maeda - New media
JTNimoy - based on human mind,Marius - Predicting the internet
JTNimoy - Pickle,Greg - object oriented ontology 3
JTNimoy - Pickle,Maeda - old and new
JTNimoy - Pickle,Maeda - Slurpies and pizza
JTNimoy - Pickle,Marius - I hate the word nerd
JTNimoy - Pickle,Zach - action script
Julia - museum, emotion,Casey - Infrastructures should be open
Julia - museum, emotion,Jer - everyday experience
Julia - museum, emotion,Jer - Eyewriter touchstone
Julia - museum, emotion,Jer - active not interactive
Julia - museum, emotion,JTNimoy - relating
Julia - museum, emotion,Philip - if I had Processing in school
Julia - museum, emotion,Shiffman - sharing
Julia - museum, emotion,Shiffman - Open Source Contract
Julia - museum, emotion,Shiffman - problem solving
Julia - museum, emotion,Vera - Energy Flow2
Julia - museum, emotion,Maeda - People
Julia - community,Diederick - open frameworks
Julia - community,Golan - finding a community
Julia - community,Karsten - becoming insular
Julia - community,Lindsay - memes 2
Julia - community,Marcus - community styles
Julia - community,Marcus - new tricks
Julia - community,Vera - What I like about this field
Julia - community,Zach - at a festival
Julia - community,Zach - emailing the communnity
Julia - community,Jer - Desire to get together
Julia - tech to pop culture,JTNimoy - geek culture
Julia - human in tech,Golan - listening post
Julia - human in tech,Greg - object oriented ontology 1
Julia - human in tech,Greg - Object Oriented Ontology 2
Julia - human in tech,Jer - everyday experience
Julia - human in tech,Jer - Eyewriter touchstone
Julia - human in tech,Jer - active not interactive
Julia - human in tech,JTNimoy - relating
Julia - what is it doing to us,Binx - tool for others
Julia - what is it doing to us,Binx - tools for storytelling
Julia - what is it doing to us,Binx - tools for storytelling2
Julia - what is it doing to us,Jer - everyday experience
Julia - what is it doing to us,Jer - Eyewriter touchstone
Julia - what is it doing to us,Jer - active not interactive
Julia - what is it doing to us,JTNimoy - relating
Julia - what is it doing to us,Marius - new tools change perception
Julia - million facebook,Greg - Gaze tracking
Julia - million facebook,Jer - Marker 2
Julia - million facebook,Jer - Data ownership
Julia - Who owns the internet?,Aaron - dreaming together
Julia - Who owns the internet?,Golan_AMA - World becoming one mind
Julia - Who owns the internet?,Julian - city as operating system
Julia - Who owns the internet?,Karsten - DarkNet
Julia - Who owns the internet?,Kyle_MC - Anonymous
Julia - Who owns the internet?,Kyle_MC - Julian Oliver
Julia - Who owns the internet?,Philip - in touch all the time
Julia - Who owns the internet?,Sophy - the Cloud
Julia - Who owns the internet?,Julian - I love networks
Julia - program or be programmed,Binx - changing the world
Julia - program or be programmed,Binx - art and culture
Julia - program or be programmed,Greg - engage with research
Julia - program or be programmed,Greg - Sharpening spears
Julia - program or be programmed,Jer - spoken word
Julia - program or be programmed,Julian - city as operating system
Julia - program or be programmed,Karsten - why don't we learn?
Julia - program or be programmed,Karsten - solving complex problems
Julia - program or be programmed,Karsten - power point vs programming
Julia - program or be programmed,Kyle_MC - We don't understand the thing
Julia - program or be programmed,Kyle_MC - Transparent Tech
Julia - program or be programmed,Kyle_MC - Transparent tech
Julia - program or be programmed,Paola - code is a language
Julia - open source and ego,Casey - Infrastructures should be open
Julia - open source and ego,Chris - ethic of sharing
Julia - open source and ego,Golan - Kyle
Julia - open source and ego,Golan - closed source mistake
Julia - open source and ego,Golan - limits to sharing
Julia - open source and ego,Jer - Making a tool
Julia - open source and ego,Jer - Post-capitalism
Julia - open source and ego,Jer - post-capitalism2
Julia - open source and ego,JTNimoy - enough cooks
Julia - open source and ego,Karsten - becoming insular
Julia - open source and ego,Maeda - Processing community
Julia - open source and ego,Marcus - economics question
Julia - open source and ego,Paola - generosity
Julia - open source and ego,Shiffman - sharing
Julia - open source and ego,Shiffman - Open Source Contract
Julia - open source and ego,Zach - printshop
Julia - open source and ego,Zach - decompiling
Julia - can't be solitary,Casey - Infrastructures should be open
Julia - can't be solitary,Chris - ethic of sharing
Julia - can't be solitary,Golan - Kyle
Julia - can't be solitary,Golan - closed source mistake
Julia - can't be solitary,Golan - limits to sharing
Julia - can't be solitary,Jer - Making a tool
Julia - can't be solitary,Jer - Post-capitalism
Julia - can't be solitary,Jer - post-capitalism2
Julia - can't be solitary,JTNimoy - enough cooks
Julia - can't be solitary,Karsten - becoming insular
Julia - can't be solitary,Maeda - Processing community
Julia - can't be solitary,Marcus - economics question
Julia - can't be solitary,Paola - generosity
Julia - can't be solitary,Philip - if I had Processing in school
Julia - can't be solitary,Shiffman - sharing
Julia - can't be solitary,Shiffman - Open Source Contract
Julia - can't be solitary,Zach - printshop
